2026-04-27 12:12:32 INFO ======================================================================
2026-04-27 12:12:32 INFO WaRP-Rotated Safe LoRA — apply_warp_safe_lora.py
2026-04-27 12:12:32 INFO ======================================================================
2026-04-27 12:12:32 INFO   base_model        : meta-llama/Llama-2-7b-hf
2026-04-27 12:12:32 INFO   aligned_model     : kmseong/llama2_7b-Safety-FT-lr3e-5
2026-04-27 12:12:32 INFO   lora_adapter_path : /home/yonsei_jong/Safety-WaRP-LLM/checkpoints/lora_gsm8k_20260427_000614
2026-04-27 12:12:32 INFO   basis_dir         : /home/yonsei_jong/Safety-WaRP-LLM/checkpoints/phase1_20260427_000617/basis
2026-04-27 12:12:32 INFO   output_path       : ./checkpoints/warp_safelora_20260427_000614
2026-04-27 12:12:32 INFO   top_k             : None  (ratio=0.50)
2026-04-27 12:12:32 INFO   select_type       : number
2026-04-27 12:12:32 INFO   threshold         : 0.500
2026-04-27 12:12:32 INFO   num_proj_layers   : 20
2026-04-27 12:12:32 INFO   use_approx        : True
2026-04-27 12:12:32 INFO 
2026-04-27 12:12:33 INFO [Step 1] Loading aligned model: kmseong/llama2_7b-Safety-FT-lr3e-5 ...
2026-04-27 12:12:35 INFO [Step 1] Loading LoRA adapter: /home/yonsei_jong/Safety-WaRP-LLM/checkpoints/lora_gsm8k_20260427_000614 ...
2026-04-27 12:13:01 INFO [Step 1] LoRA adapter loaded.
2026-04-27 12:13:02 INFO [Step 2] Applying WaRP-Rotated Safe LoRA projection...
2026-04-27 12:13:02 INFO ======================================================================
2026-04-27 12:13:02 INFO [WaRPSafeLoRA] Loading WaRP basis from: /home/yonsei_jong/Safety-WaRP-LLM/checkpoints/phase1_20260427_000617/basis
2026-04-27 12:13:02 INFO   Basis metadata: model=kmseong/llama2_7b-Safety-FT-lr3e-5, layer_types=['attn_k', 'attn_o', 'attn_q', 'attn_v', 'ffn_down', 'ffn_gate', 'ffn_up']
2026-04-27 12:13:17 INFO   Loaded 224 basis matrices.
2026-04-27 12:13:17 INFO   Collected 224 LoRA module pairs.
2026-04-27 12:13:17 INFO 
2026-04-27 12:13:17 INFO [WaRPSafeLoRA] Building alignment projectors...
2026-04-27 12:13:17 INFO   Loading base model from meta-llama/Llama-2-7b-hf (cpu, torch.bfloat16)...
2026-04-27 12:13:27 INFO   Loading aligned model from kmseong/llama2_7b-Safety-FT-lr3e-5 (cpu, torch.bfloat16)...
2026-04-27 12:13:28 INFO   Computing alignment deltas & projectors...
2026-04-27 12:13:28 INFO   top_k=None, top_k_ratio=0.50, use_approximation=True
2026-04-27 12:13:28 INFO 
2026-04-27 12:13:28 INFO   Module                                                               in_dim         k     ‖V‖_F  ‖C_rot-C_orig‖_F
2026-04-27 12:17:02 INFO   base_model.model.model.layers.6.mlp.up_proj                            4096      2048    1.3186    0.015351
2026-04-27 12:17:02 INFO   base_model.model.model.layers.6.self_attn.k_proj                       4096      2048    0.8105    0.009947
2026-04-27 12:17:03 INFO   base_model.model.model.layers.6.self_attn.o_proj                       4096      2048    0.9661    0.011827
2026-04-27 12:17:04 INFO   base_model.model.model.layers.6.self_attn.q_proj                       4096      2048    0.8126    0.009859
2026-04-27 12:17:04 INFO   base_model.model.model.layers.6.self_attn.v_proj                       4096      2048    0.9403    0.011784
2026-04-27 12:17:06 INFO   base_model.model.model.layers.7.mlp.down_proj                         11008      5504    1.3642    0.011130
2026-04-27 12:17:08 INFO   base_model.model.model.layers.7.mlp.gate_proj                          4096      2048    1.2862    0.014931
2026-04-27 12:17:09 INFO   base_model.model.model.layers.7.mlp.up_proj                            4096      2048    1.3378    0.015562
2026-04-27 12:17:10 INFO   base_model.model.model.layers.7.self_attn.k_proj                       4096      2048    0.7870    0.009639
2026-04-27 12:17:11 INFO   base_model.model.model.layers.7.self_attn.o_proj                       4096      2048    0.9410    0.012142
2026-04-27 12:17:11 INFO   base_model.model.model.layers.7.self_attn.q_proj                       4096      2048    0.7865    0.009608
2026-04-27 12:17:12 INFO   base_model.model.model.layers.7.self_attn.v_proj                       4096      2048    0.9080    0.011467
2026-04-27 12:17:13 INFO   base_model.model.model.layers.8.mlp.down_proj                         11008      5504    1.3670    0.011347
2026-04-27 12:17:15 INFO   base_model.model.model.layers.8.mlp.gate_proj                          4096      2048    1.3137    0.015391
2026-04-27 12:17:17 INFO   base_model.model.model.layers.8.mlp.up_proj                            4096      2048    1.3479    0.015892
2026-04-27 12:17:18 INFO   base_model.model.model.layers.8.self_attn.k_proj                       4096      2048    0.7749    0.009634
2026-04-27 12:17:18 INFO   base_model.model.model.layers.8.self_attn.o_proj                       4096      2048    0.9063    0.010602
2026-04-27 12:17:19 INFO   base_model.model.model.layers.8.self_attn.q_proj                       4096      2048    0.7758    0.009729
2026-04-27 12:17:20 INFO   base_model.model.model.layers.8.self_attn.v_proj                       4096      2048    0.8926    0.011321
2026-04-27 12:17:21 INFO   base_model.model.model.layers.9.mlp.down_proj                         11008      5504    1.3663    0.011458
2026-04-27 12:17:23 INFO   base_model.model.model.layers.9.mlp.gate_proj                          4096      2048    1.3353    0.016040
2026-04-27 12:17:24 INFO   base_model.model.model.layers.9.mlp.up_proj                            4096      2048    1.3478    0.016316
2026-04-27 12:17:25 INFO   base_model.model.model.layers.9.self_attn.k_proj                       4096      2048    0.7682    0.009462
2026-04-27 12:17:26 INFO   base_model.model.model.layers.9.self_attn.o_proj                       4096      2048    0.8986    0.010693
2026-04-27 12:17:26 INFO   base_model.model.model.layers.9.self_attn.q_proj                       4096      2048    0.7618    0.009425
2026-04-27 12:17:27 INFO   base_model.model.model.layers.9.self_attn.v_proj                       4096      2048    0.8814    0.011221
2026-04-27 12:17:27 INFO   ---------------------------------------------------------------------------------------------------------
2026-04-27 12:17:27 INFO   Projectors computed: 224 matched, 0 fallback (no basis).
2026-04-27 12:17:28 INFO 
2026-04-27 12:17:28 INFO [WaRPSafeLoRA] Computing per-layer metrics (rotated space)...
2026-04-27 12:17:28 INFO   Module                                                               cos_orig     cos_rot        Δcos  delta_shift   A_space
2026-04-27 12:17:28 INFO   ----------------------------------------------------------------------------------------------------------------------
2026-04-27 12:17:29 INFO   base_model.model.model.layers.0.mlp.down_proj                        0.000000    0.000000   +0.000000      0.0000  orig→k5504
2026-04-27 12:17:29 INFO   base_model.model.model.layers.0.mlp.gate_proj                        0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:29 INFO   base_model.model.model.layers.0.mlp.up_proj                          0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:29 INFO   base_model.model.model.layers.0.self_attn.k_proj                     0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:29 INFO   base_model.model.model.layers.0.self_attn.o_proj                     0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:29 INFO   base_model.model.model.layers.0.self_attn.q_proj                     0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:29 INFO   base_model.model.model.layers.0.self_attn.v_proj                     0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:30 INFO   base_model.model.model.layers.1.mlp.down_proj                        0.000000    0.000000   +0.000000      0.0000  orig→k5504
2026-04-27 12:17:30 INFO   base_model.model.model.layers.1.mlp.gate_proj                        0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:30 INFO   base_model.model.model.layers.1.mlp.up_proj                          0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:30 INFO   base_model.model.model.layers.1.self_attn.k_proj                     0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:30 INFO   base_model.model.model.layers.1.self_attn.o_proj                     0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:30 INFO   base_model.model.model.layers.1.self_attn.q_proj                     0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:31 INFO   base_model.model.model.layers.1.self_attn.v_proj                     0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:31 INFO   base_model.model.model.layers.10.mlp.down_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k5504
2026-04-27 12:17:31 INFO   base_model.model.model.layers.10.mlp.gate_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:31 INFO   base_model.model.model.layers.10.mlp.up_proj                         0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:31 INFO   base_model.model.model.layers.10.self_attn.k_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:31 INFO   base_model.model.model.layers.10.self_attn.o_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:31 INFO   base_model.model.model.layers.10.self_attn.q_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:31 INFO   base_model.model.model.layers.10.self_attn.v_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:31 INFO   base_model.model.model.layers.11.mlp.down_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k5504
2026-04-27 12:17:32 INFO   base_model.model.model.layers.11.mlp.gate_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:32 INFO   base_model.model.model.layers.11.mlp.up_proj                         0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:32 INFO   base_model.model.model.layers.11.self_attn.k_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:32 INFO   base_model.model.model.layers.11.self_attn.o_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:32 INFO   base_model.model.model.layers.11.self_attn.q_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:33 INFO   base_model.model.model.layers.11.self_attn.v_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:33 INFO   base_model.model.model.layers.12.mlp.down_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k5504
2026-04-27 12:17:33 INFO   base_model.model.model.layers.12.mlp.gate_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:33 INFO   base_model.model.model.layers.12.mlp.up_proj                         0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:33 INFO   base_model.model.model.layers.12.self_attn.k_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:33 INFO   base_model.model.model.layers.12.self_attn.o_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:33 INFO   base_model.model.model.layers.12.self_attn.q_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:33 INFO   base_model.model.model.layers.12.self_attn.v_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:33 INFO   base_model.model.model.layers.13.mlp.down_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k5504
2026-04-27 12:17:34 INFO   base_model.model.model.layers.13.mlp.gate_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:34 INFO   base_model.model.model.layers.13.mlp.up_proj                         0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:34 INFO   base_model.model.model.layers.13.self_attn.k_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:34 INFO   base_model.model.model.layers.13.self_attn.o_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:34 INFO   base_model.model.model.layers.13.self_attn.q_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:34 INFO   base_model.model.model.layers.13.self_attn.v_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:34 INFO   base_model.model.model.layers.14.mlp.down_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k5504
2026-04-27 12:17:35 INFO   base_model.model.model.layers.14.mlp.gate_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:35 INFO   base_model.model.model.layers.14.mlp.up_proj                         0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:35 INFO   base_model.model.model.layers.14.self_attn.k_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:35 INFO   base_model.model.model.layers.14.self_attn.o_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:35 INFO   base_model.model.model.layers.14.self_attn.q_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:35 INFO   base_model.model.model.layers.14.self_attn.v_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:35 INFO   base_model.model.model.layers.15.mlp.down_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k5504
2026-04-27 12:17:36 INFO   base_model.model.model.layers.15.mlp.gate_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:36 INFO   base_model.model.model.layers.15.mlp.up_proj                         0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:36 INFO   base_model.model.model.layers.15.self_attn.k_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:36 INFO   base_model.model.model.layers.15.self_attn.o_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:36 INFO   base_model.model.model.layers.15.self_attn.q_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:36 INFO   base_model.model.model.layers.15.self_attn.v_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:36 INFO   base_model.model.model.layers.16.mlp.down_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k5504
2026-04-27 12:17:37 INFO   base_model.model.model.layers.16.mlp.gate_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:37 INFO   base_model.model.model.layers.16.mlp.up_proj                         0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:37 INFO   base_model.model.model.layers.16.self_attn.k_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:37 INFO   base_model.model.model.layers.16.self_attn.o_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:37 INFO   base_model.model.model.layers.16.self_attn.q_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:37 INFO   base_model.model.model.layers.16.self_attn.v_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:37 INFO   base_model.model.model.layers.17.mlp.down_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k5504
2026-04-27 12:17:38 INFO   base_model.model.model.layers.17.mlp.gate_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:38 INFO   base_model.model.model.layers.17.mlp.up_proj                         0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:38 INFO   base_model.model.model.layers.17.self_attn.k_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:38 INFO   base_model.model.model.layers.17.self_attn.o_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:38 INFO   base_model.model.model.layers.17.self_attn.q_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:38 INFO   base_model.model.model.layers.17.self_attn.v_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:38 INFO   base_model.model.model.layers.18.mlp.down_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k5504
2026-04-27 12:17:38 INFO   base_model.model.model.layers.18.mlp.gate_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:39 INFO   base_model.model.model.layers.18.mlp.up_proj                         0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:39 INFO   base_model.model.model.layers.18.self_attn.k_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:39 INFO   base_model.model.model.layers.18.self_attn.o_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:39 INFO   base_model.model.model.layers.18.self_attn.q_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:39 INFO   base_model.model.model.layers.18.self_attn.v_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:39 INFO   base_model.model.model.layers.19.mlp.down_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k5504
2026-04-27 12:17:39 INFO   base_model.model.model.layers.19.mlp.gate_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:40 INFO   base_model.model.model.layers.19.mlp.up_proj                         0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:40 INFO   base_model.model.model.layers.19.self_attn.k_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:40 INFO   base_model.model.model.layers.19.self_attn.o_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:40 INFO   base_model.model.model.layers.19.self_attn.q_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:40 INFO   base_model.model.model.layers.19.self_attn.v_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:40 INFO   base_model.model.model.layers.2.mlp.down_proj                        0.000000    0.000000   +0.000000      0.0000  orig→k5504
2026-04-27 12:17:40 INFO   base_model.model.model.layers.2.mlp.gate_proj                        0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:40 INFO   base_model.model.model.layers.2.mlp.up_proj                          0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:41 INFO   base_model.model.model.layers.2.self_attn.k_proj                     0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:41 INFO   base_model.model.model.layers.2.self_attn.o_proj                     0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:41 INFO   base_model.model.model.layers.2.self_attn.q_proj                     0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:41 INFO   base_model.model.model.layers.2.self_attn.v_proj                     0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:41 INFO   base_model.model.model.layers.20.mlp.down_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k5504
2026-04-27 12:17:41 INFO   base_model.model.model.layers.20.mlp.gate_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:41 INFO   base_model.model.model.layers.20.mlp.up_proj                         0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:42 INFO   base_model.model.model.layers.20.self_attn.k_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:42 INFO   base_model.model.model.layers.20.self_attn.o_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:42 INFO   base_model.model.model.layers.20.self_attn.q_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:42 INFO   base_model.model.model.layers.20.self_attn.v_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:42 INFO   base_model.model.model.layers.21.mlp.down_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k5504
2026-04-27 12:17:42 INFO   base_model.model.model.layers.21.mlp.gate_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:42 INFO   base_model.model.model.layers.21.mlp.up_proj                         0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:42 INFO   base_model.model.model.layers.21.self_attn.k_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:42 INFO   base_model.model.model.layers.21.self_attn.o_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:43 INFO   base_model.model.model.layers.21.self_attn.q_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:43 INFO   base_model.model.model.layers.21.self_attn.v_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:43 INFO   base_model.model.model.layers.22.mlp.down_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k5504
2026-04-27 12:17:43 INFO   base_model.model.model.layers.22.mlp.gate_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:43 INFO   base_model.model.model.layers.22.mlp.up_proj                         0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:43 INFO   base_model.model.model.layers.22.self_attn.k_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:43 INFO   base_model.model.model.layers.22.self_attn.o_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:43 INFO   base_model.model.model.layers.22.self_attn.q_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:43 INFO   base_model.model.model.layers.22.self_attn.v_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:44 INFO   base_model.model.model.layers.23.mlp.down_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k5504
2026-04-27 12:17:44 INFO   base_model.model.model.layers.23.mlp.gate_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:44 INFO   base_model.model.model.layers.23.mlp.up_proj                         0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:44 INFO   base_model.model.model.layers.23.self_attn.k_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:44 INFO   base_model.model.model.layers.23.self_attn.o_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:44 INFO   base_model.model.model.layers.23.self_attn.q_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:44 INFO   base_model.model.model.layers.23.self_attn.v_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:45 INFO   base_model.model.model.layers.24.mlp.down_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k5504
2026-04-27 12:17:45 INFO   base_model.model.model.layers.24.mlp.gate_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:45 INFO   base_model.model.model.layers.24.mlp.up_proj                         0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:45 INFO   base_model.model.model.layers.24.self_attn.k_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:45 INFO   base_model.model.model.layers.24.self_attn.o_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:45 INFO   base_model.model.model.layers.24.self_attn.q_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:45 INFO   base_model.model.model.layers.24.self_attn.v_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:46 INFO   base_model.model.model.layers.25.mlp.down_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k5504
2026-04-27 12:17:46 INFO   base_model.model.model.layers.25.mlp.gate_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:46 INFO   base_model.model.model.layers.25.mlp.up_proj                         0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:46 INFO   base_model.model.model.layers.25.self_attn.k_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:46 INFO   base_model.model.model.layers.25.self_attn.o_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:46 INFO   base_model.model.model.layers.25.self_attn.q_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:46 INFO   base_model.model.model.layers.25.self_attn.v_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:46 INFO   base_model.model.model.layers.26.mlp.down_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k5504
2026-04-27 12:17:47 INFO   base_model.model.model.layers.26.mlp.gate_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:47 INFO   base_model.model.model.layers.26.mlp.up_proj                         0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:47 INFO   base_model.model.model.layers.26.self_attn.k_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:47 INFO   base_model.model.model.layers.26.self_attn.o_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:47 INFO   base_model.model.model.layers.26.self_attn.q_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:47 INFO   base_model.model.model.layers.26.self_attn.v_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:47 INFO   base_model.model.model.layers.27.mlp.down_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k5504
2026-04-27 12:17:48 INFO   base_model.model.model.layers.27.mlp.gate_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:48 INFO   base_model.model.model.layers.27.mlp.up_proj                         0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:48 INFO   base_model.model.model.layers.27.self_attn.k_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:48 INFO   base_model.model.model.layers.27.self_attn.o_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:48 INFO   base_model.model.model.layers.27.self_attn.q_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:48 INFO   base_model.model.model.layers.27.self_attn.v_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:48 INFO   base_model.model.model.layers.28.mlp.down_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k5504
2026-04-27 12:17:49 INFO   base_model.model.model.layers.28.mlp.gate_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:49 INFO   base_model.model.model.layers.28.mlp.up_proj                         0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:50 INFO   base_model.model.model.layers.28.self_attn.k_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:50 INFO   base_model.model.model.layers.28.self_attn.o_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:50 INFO   base_model.model.model.layers.28.self_attn.q_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:50 INFO   base_model.model.model.layers.28.self_attn.v_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:50 INFO   base_model.model.model.layers.29.mlp.down_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k5504
2026-04-27 12:17:50 INFO   base_model.model.model.layers.29.mlp.gate_proj                       0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:51 INFO   base_model.model.model.layers.29.mlp.up_proj                         0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:51 INFO   base_model.model.model.layers.29.self_attn.k_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
2026-04-27 12:17:51 INFO   base_model.model.model.layers.29.self_attn.o_proj                    0.000000    0.000000   +0.000000      0.0000  orig→k2048
